khasra_no,village,project,stage,sec_11_date,days_elapsed_sec11,statutory_days_left,unpartitioned_khata,court_stay,forest_clearance,circle_to_market_ratio,disbursement_pct,delay_days,risk_tier,status_color
KH-347/5,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2024-10-22,71,294,0,0,Not Required,0.91,100.0,11,Low,green
KH-619/6,Rampur,NH-44 Expansion,Section 11 (Notice),2024-05-02,244,121,1,0,Not Required,0.61,0.0,105,High,red
KH-742/9,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-07-17,168,197,0,0,Not Required,0.6,81.0,16,Low,green
KH-831/7,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-03,182,183,0,0,Not Required,0.76,0.0,0,Low,green
KH-565/2,Kalyanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-11-06,56,309,0,0,Not Required,0.46,57.6,51,Medium,yellow
KH-478/9,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-02-22,314,51,0,0,Pending,0.75,57.5,98,High,red
KH-266/3,Sultanpur,Delhi-Amritsar Expressway,Award Enquiry,2023-12-19,379,-14,0,0,Not Required,0.72,92.9,0,Low,green
KH-811/4,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-12-01,397,-32,1,0,Not Required,0.51,0.0,339,Critical,red
KH-478/5,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-06-10,205,160,0,0,Not Required,0.61,0.0,0,Low,green
KH-128/3,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-07-14,171,194,0,0,Not Required,1.02,0.0,0,Low,green
KH-457/2,Shahpur,NH-44 Expansion,Award Enquiry,2024-04-15,261,104,1,1,Not Required,0.8,24.8,376,Critical,red
KH-720/3,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-01-27,340,25,0,0,Not Required,0.72,100.0,0,Low,green
KH-987/6,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-08-20,134,231,0,1,Approved,1.03,52.0,178,High,red
KH-986/3,Fatehpur,NH-44 Expansion,Possession Taken,2024-01-30,337,28,0,0,Pending,0.96,100.0,91,High,green
KH-759/9,Rampur,Delhi-Amritsar Expressway,Possession Taken,2024-03-15,292,73,1,0,Not Required,0.8,100.0,120,High,green
KH-868/8,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-01-15,352,13,0,0,Not Required,1.06,0.0,9,Low,green
KH-822/8,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-02-20,316,49,0,0,Approved,0.43,86.0,40,Medium,yellow
KH-124/9,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-11-01,61,304,0,0,Not Required,0.48,36.5,48,Medium,yellow
KH-886/2,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2024-01-05,362,3,0,0,Not Required,0.52,69.9,36,Medium,yellow
KH-405/7,Rampur,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-20,226,139,1,0,Not Required,1.03,0.0,104,High,red
KH-223/1,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-02-21,315,50,0,1,Approved,0.57,100.0,353,Critical,green
KH-162/6,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-04-14,262,103,1,0,Approved,0.42,0.0,233,Critical,red
KH-203/4,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-03-02,305,60,0,0,Pending,0.68,35.5,100,High,red
KH-245/6,Sultanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-03-17,290,75,0,0,Approved,1.07,0.0,26,Low,green
KH-142/1,Shahpur,PMGSY Phase-3 Link Road,Possession Taken,2024-07-22,163,202,0,1,Not Required,0.86,100.0,190,Critical,green
KH-959/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Possession Taken,2023-10-14,445,-80,0,0,Not Required,0.76,100.0,2,Low,green
KH-504/2,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-07-27,158,207,0,0,Not Required,1.01,100.0,0,Low,green
KH-921/6,Fatehpur,Dedicated Freight Corridor,Section 19 (Declaration),2023-11-28,400,-35,0,0,Not Required,0.9,47.7,6,Low,green
KH-315/8,Sultanpur,Dedicated Freight Corridor,Section 11 (Notice),2023-12-29,369,-4,0,0,Approved,0.49,0.0,149,High,red
KH-600/7,Sultanpur,NH-44 Expansion,Section 11 (Notice),2024-03-17,290,75,1,0,Approved,0.42,0.0,254,Critical,red
KH-932/7,Shahpur,Dedicated Freight Corridor,Award Enquiry,2024-09-18,105,260,0,0,Not Required,0.99,82.8,0,Low,green
KH-109/4,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-01-04,363,2,0,0,Not Required,1.04,53.3,0,Low,green
KH-410/4,Kalyanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-11-29,33,332,1,0,Pending,0.6,36.7,268,Critical,red
KH-940/7,Rampur,Dedicated Freight Corridor,Possession Taken,2024-04-05,271,94,1,0,Not Required,0.75,100.0,129,High,green
KH-788/3,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-10-13,80,285,0,0,Approved,0.58,0.0,89,Medium,yellow
KH-968/1,Fatehpur,Dedicated Freight Corridor,Possession Taken,2024-04-29,247,118,1,0,Not Required,0.4,100.0,242,Critical,green
KH-974/6,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-10-16,77,288,0,0,Not Required,0.88,60.3,0,Low,green
KH-838/4,Rampur,Dedicated Freight Corridor,Award Enquiry,2024-03-20,287,78,1,0,Not Required,0.71,5.2,78,Medium,yellow
KH-927/1,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2024-11-09,53,312,0,0,Approved,1.04,42.8,0,Low,green
KH-740/2,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2023-10-31,428,-63,0,0,Not Required,0.42,81.8,77,Medium,yellow
KH-584/4,Bhatinda Khurd,NH-44 Expansion,Section 19 (Declaration),2024-03-26,281,84,0,0,Approved,0.96,91.3,18,Low,green
KH-882/2,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2024-10-15,78,287,0,0,Pending,0.46,100.0,81,Medium,green
KH-810/2,Shahpur,Delhi-Amritsar Expressway,Section 11 (Notice),2023-11-03,425,-60,0,0,Not Required,0.71,0.0,0,Low,green
KH-167/2,Fatehpur,NH-44 Expansion,Possession Taken,2024-11-21,41,324,0,0,Approved,0.61,100.0,0,Low,green
KH-870/7,Kalyanpur,NH-44 Expansion,Award Enquiry,2024-06-04,211,154,1,0,Not Required,0.72,20.0,173,High,red
KH-791/1,Mehrauli Dehat,Dedicated Freight Corridor,Possession Taken,2024-09-10,113,252,0,0,Not Required,0.48,100.0,47,Medium,green
KH-908/4,Sultanpur,Delhi-Amritsar Expressway,Possession Taken,2024-08-08,146,219,0,0,Not Required,0.65,100.0,0,Low,green
KH-290/4,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-10-13,80,285,0,1,Not Required,0.62,0.0,261,Critical,red
KH-466/5,Sultanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-04-21,255,110,1,0,Pending,0.62,0.0,217,Critical,red
KH-158/4,Sultanpur,NH-44 Expansion,Award Enquiry,2024-06-24,191,174,0,0,Pending,0.54,43.0,186,Critical,red
KH-783/8,Fatehpur,PMGSY Phase-3 Link Road,Possession Taken,2023-12-29,369,-4,0,1,Not Required,0.63,100.0,300,Critical,green
KH-406/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-04-29,247,118,0,0,Approved,1.01,0.0,20,Low,green
KH-103/4,Fatehpur,Delhi-Amritsar Expressway,Award Enquiry,2024-02-02,334,31,0,0,Approved,0.55,61.2,78,Medium,yellow
KH-509/3,Shahpur,NH-44 Expansion,Section 19 (Declaration),2024-12-12,20,345,1,0,Not Required,0.45,6.1,151,High,red
KH-699/6,Rampur,NH-44 Expansion,Section 15 (Hearing),2024-09-07,116,249,0,0,Not Required,0.6,0.0,0,Low,green
KH-278/6,Shahpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-09-08,115,250,0,0,Not Required,0.42,0.0,68,Medium,yellow
KH-906/2,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-04-28,248,117,1,0,Not Required,0.57,33.3,238,Critical,red
KH-487/6,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-11-24,38,327,0,0,Not Required,0.93,0.0,15,Low,green
KH-401/3,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-01-30,337,28,0,0,Not Required,0.96,0.0,0,Low,green
KH-581/2,Kalyanpur,PMGSY Phase-3 Link Road,Possession Taken,2024-06-09,206,159,1,1,Approved,0.75,100.0,336,Critical,green
KH-811/8,Fatehpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-08-02,152,213,0,0,Not Required,0.81,71.5,21,Low,green
KH-312/4,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-05-29,217,148,0,0,Not Required,0.55,0.0,95,High,red
KH-962/6,Bhatinda Khurd,NH-44 Expansion,Section 15 (Hearing),2023-11-29,399,-34,0,0,Pending,0.46,0.0,156,High,red
KH-576/9,Sultanpur,Dedicated Freight Corridor,Award Enquiry,2024-05-01,245,120,1,0,Approved,0.73,19.3,145,High,red
KH-283/8,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-06-17,198,167,1,0,Approved,1.03,0.0,145,High,red
KH-759/2,Shahpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-10-28,65,300,0,0,Not Required,0.48,0.0,56,Medium,yellow
KH-409/5,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-08-06,148,217,1,1,Not Required,0.41,100.0,429,Critical,green
KH-515/1,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-08-23,131,234,0,1,Not Required,0.56,78.7,331,Critical,red
KH-875/8,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-11-08,420,-55,1,0,Not Required,0.46,34.6,229,Critical,red
KH-973/9,Rampur,Dedicated Freight Corridor,Section 15 (Hearing),2024-02-26,310,55,0,0,Approved,1.01,0.0,0,Low,green
KH-611/6,Bhatinda Khurd,Delhi-Amritsar Expressway,Award Enquiry,2024-05-14,232,133,0,0,Not Required,0.88,56.2,15,Low,green
KH-433/1,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2024-09-30,93,272,0,0,Pending,1.08,0.0,89,Medium,yellow
KH-722/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-11-15,47,318,0,0,Approved,0.77,42.2,0,Low,green
KH-562/5,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-01-07,360,5,0,1,Not Required,0.79,0.0,279,Critical,red
KH-127/3,Kalyanpur,NH-44 Expansion,Award Enquiry,2024-07-25,160,205,0,0,Not Required,0.54,48.9,78,Medium,yellow
KH-980/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 11 (Notice),2024-10-12,81,284,1,1,Not Required,0.78,0.0,288,Critical,red
KH-311/3,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-05-10,236,129,1,0,Approved,0.97,28.3,153,High,red
KH-701/4,Sultanpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-09-05,118,247,0,1,Not Required,0.41,39.3,239,Critical,red
KH-436/8,Mehrauli Dehat,PMGSY Phase-3 Link Road,Possession Taken,2024-11-27,35,330,0,0,Approved,0.92,100.0,0,Low,green
KH-828/5,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-08-12,142,223,1,0,Not Required,0.53,26.6,210,Critical,red
KH-815/2,Mehrauli Dehat,NH-44 Expansion,Section 15 (Hearing),2024-09-28,95,270,0,0,Not Required,0.59,0.0,87,Medium,yellow
KH-168/4,Mehrauli Dehat,PMGSY Phase-3 Link Road,Possession Taken,2024-10-16,77,288,0,1,Not Required,1.1,100.0,182,Critical,green
KH-898/6,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-08-10,144,221,1,0,Pending,0.55,0.0,240,Critical,red
KH-863/7,Shahpur,Delhi-Amritsar Expressway,Award Enquiry,2024-11-28,34,331,0,0,Approved,0.41,37.5,35,Medium,yellow
KH-596/8,Rampur,NH-44 Expansion,Possession Taken,2024-01-16,351,14,1,0,Not Required,0.57,100.0,197,Critical,green
KH-265/3,Shahpur,NH-44 Expansion,Possession Taken,2024-10-27,66,299,1,0,Approved,0.52,100.0,191,Critical,green
KH-787/1,Fatehpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-05-06,240,125,1,0,Approved,0.65,0.0,118,High,red
KH-148/9,Fatehpur,NH-44 Expansion,Award Enquiry,2023-12-30,368,-3,0,0,Not Required,0.62,33.4,0,Low,green
KH-193/1,Mehrauli Dehat,NH-44 Expansion,Section 11 (Notice),2024-06-28,187,178,0,0,Not Required,0.97,0.0,4,Low,green
KH-198/3,Fatehpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-05-19,227,138,0,0,Pending,0.76,0.0,101,High,red
KH-294/4,Sultanpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-10-17,76,289,1,0,Pending,0.56,8.7,243,Critical,red
KH-498/4,Mehrauli Dehat,Delhi-Amritsar Expressway,Section 11 (Notice),2024-01-16,351,14,0,0,Not Required,0.97,0.0,6,Low,green
KH-168/4,Mehrauli Dehat,Dedicated Freight Corridor,Possession Taken,2024-04-06,270,95,0,0,Approved,1.09,100.0,0,Low,green
KH-970/3,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2024-07-04,181,184,0,0,Not Required,1.09,100.0,15,Low,green
KH-889/3,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-10-09,450,-85,0,0,Not Required,0.87,34.4,0,Low,green
KH-859/4,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2024-12-07,25,340,1,1,Not Required,0.83,0.0,322,Critical,red
KH-349/2,Rampur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-04-06,270,95,1,0,Not Required,0.61,10.3,120,High,red
KH-842/8,Fatehpur,Dedicated Freight Corridor,Section 15 (Hearing),2024-07-28,157,208,0,0,Pending,0.62,0.0,123,High,red
KH-524/5,Shahpur,NH-44 Expansion,Section 15 (Hearing),2023-10-11,448,-83,0,0,Approved,0.91,0.0,0,Low,green
KH-155/4,Shahpur,Delhi-Amritsar Expressway,Possession Taken,2024-06-05,210,155,0,1,Approved,0.77,100.0,194,Critical,green
KH-990/8,Rampur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-01-28,339,26,0,0,Approved,1.09,0.0,0,Low,green
KH-914/4,Kalyanpur,NH-44 Expansion,Award Enquiry,2023-12-12,386,-21,0,0,Not Required,0.73,40.7,0,Low,green
KH-720/4,Bhatinda Khurd,Dedicated Freight Corridor,Possession Taken,2024-05-02,244,121,1,0,Pending,1.08,100.0,209,Critical,green
KH-468/7,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-05-06,240,125,0,0,Not Required,0.7,69.6,0,Low,green
KH-912/8,Rampur,PMGSY Phase-3 Link Road,Award Enquiry,2024-11-05,57,308,1,0,Not Required,0.93,37.3,168,High,red
KH-279/5,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-04-29,247,118,0,0,Approved,0.6,66.5,0,Low,green
KH-832/8,Kalyanpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-12-15,17,348,0,0,Not Required,0.41,0.0,86,Medium,yellow
KH-514/7,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2024-04-11,265,100,0,0,Not Required,0.62,94.2,28,Low,green
KH-456/9,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-12-27,371,-6,0,0,Not Required,0.44,55.0,80,Medium,yellow
KH-135/6,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2024-08-06,148,217,1,0,Not Required,0.82,0.0,164,High,red
KH-692/3,Rampur,NH-44 Expansion,Section 11 (Notice),2024-01-23,344,21,1,0,Not Required,0.9,0.0,232,Critical,red
KH-182/9,Kalyanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2023-10-20,439,-74,0,0,Pending,0.7,0.0,110,High,red
KH-415/7,Shahpur,NH-44 Expansion,Section 11 (Notice),2024-01-27,340,25,0,0,Pending,0.8,0.0,206,Critical,red
KH-866/4,Fatehpur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-12-14,18,347,0,1,Not Required,1.09,83.1,146,High,red
KH-395/7,Kalyanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-09-13,110,255,1,0,Approved,0.89,11.9,113,High,red
KH-680/4,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2023-11-30,398,-33,0,0,Approved,0.53,0.0,150,High,red
KH-739/2,Shahpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-20,165,200,1,0,Not Required,0.46,0.0,153,High,red
KH-878/2,Rampur,NH-44 Expansion,Section 19 (Declaration),2023-11-29,399,-34,1,0,Pending,1.07,28.3,125,High,red
KH-484/9,Shahpur,Dedicated Freight Corridor,Award Enquiry,2024-04-19,257,108,1,1,Approved,0.93,26.2,384,Critical,red
KH-422/4,Bhatinda Khurd,PMGSY Phase-3 Link Road,Award Enquiry,2024-02-09,327,38,0,0,Approved,0.44,53.1,81,Medium,yellow
KH-955/3,Rampur,NH-44 Expansion,Possession Taken,2024-07-27,158,207,0,0,Not Required,1.07,100.0,8,Low,green
KH-562/8,Sultanpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-12-16,16,349,1,0,Not Required,1.09,0.0,111,High,red
KH-146/6,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-02-11,325,40,0,0,Not Required,0.74,0.0,29,Low,green
KH-456/7,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-07-20,165,200,0,0,Approved,0.83,76.3,25,Low,green
KH-132/3,Mehrauli Dehat,NH-44 Expansion,Section 19 (Declaration),2023-10-18,441,-76,0,0,Pending,0.87,65.7,106,High,red
KH-218/8,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-08-31,123,242,0,0,Not Required,0.52,0.0,92,High,red
KH-832/1,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2023-11-21,407,-42,1,0,Approved,0.6,30.2,169,High,red
KH-226/3,Sultanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-11-06,422,-57,0,0,Not Required,0.88,0.0,17,Low,green
KH-759/6,Mehrauli Dehat,PMGSY Phase-3 Link Road,Possession Taken,2024-05-08,238,127,1,0,Not Required,0.97,100.0,109,High,green
KH-214/2,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-02-28,308,57,0,0,Approved,0.66,0.0,0,Low,green
KH-967/7,Mehrauli Dehat,Dedicated Freight Corridor,Section 19 (Declaration),2023-11-05,423,-58,0,1,Not Required,0.88,81.8,293,Critical,red
KH-209/7,Rampur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-10-04,89,276,0,0,Not Required,0.97,49.3,0,Low,green
KH-250/5,Kalyanpur,NH-44 Expansion,Possession Taken,2024-07-07,178,187,0,0,Pending,0.62,100.0,114,High,green
KH-948/4,Mehrauli Dehat,Dedicated Freight Corridor,Award Enquiry,2024-11-17,45,320,0,0,Not Required,1.09,51.7,10,Low,green
KH-850/4,Fatehpur,NH-44 Expansion,Section 15 (Hearing),2024-04-12,264,101,0,0,Not Required,0.91,0.0,0,Low,green
KH-968/3,Rampur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2024-05-15,231,134,0,0,Approved,0.87,94.4,10,Low,green
KH-640/5,Bhatinda Khurd,Delhi-Amritsar Expressway,Possession Taken,2024-05-30,216,149,0,0,Not Required,0.47,100.0,80,Medium,green
KH-924/1,Shahpur,Dedicated Freight Corridor,Award Enquiry,2024-01-17,350,15,1,0,Approved,0.51,9.8,247,Critical,red
KH-323/4,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2023-12-12,386,-21,0,0,Approved,1.0,36.6,5,Low,green
KH-157/2,Bhatinda Khurd,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-11-21,41,324,0,1,Not Required,0.48,0.0,359,Critical,red
KH-252/7,Kalyanpur,NH-44 Expansion,Section 11 (Notice),2024-08-16,138,227,0,0,Pending,0.68,0.0,85,Medium,yellow
KH-808/2,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-07-30,155,210,0,0,Not Required,0.84,58.9,0,Low,green
KH-621/4,Rampur,PMGSY Phase-3 Link Road,Section 19 (Declaration),2023-12-28,370,-5,0,0,Approved,0.92,81.6,0,Low,green
KH-760/7,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2024-07-04,181,184,0,0,Not Required,0.44,0.0,83,Medium,yellow
KH-600/2,Sultanpur,NH-44 Expansion,Section 15 (Hearing),2024-01-15,352,13,0,0,Pending,1.03,0.0,101,High,red
KH-105/9,Mehrauli Dehat,Dedicated Freight Corridor,Section 11 (Notice),2024-11-27,35,330,1,0,Pending,0.49,0.0,257,Critical,red
KH-871/1,Rampur,NH-44 Expansion,Possession Taken,2024-07-18,167,198,1,0,Not Required,0.65,100.0,164,High,green
KH-147/9,Shahpur,Dedicated Freight Corridor,Possession Taken,2024-05-04,242,123,0,0,Not Required,0.5,100.0,86,Medium,green
KH-460/9,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-01-13,354,11,0,0,Not Required,0.97,0.0,0,Low,green
KH-406/4,Kalyanpur,Delhi-Amritsar Expressway,Possession Taken,2024-06-17,198,167,1,0,Not Required,0.59,100.0,226,Critical,green
KH-490/3,Mehrauli Dehat,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-08-09,145,220,1,1,Approved,0.87,0.0,364,Critical,red
KH-850/5,Fatehpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-03-04,303,62,1,0,Pending,0.86,33.7,234,Critical,red
KH-906/7,Mehrauli Dehat,NH-44 Expansion,Possession Taken,2024-08-13,141,224,0,0,Not Required,0.45,100.0,54,Medium,green
KH-516/2,Bhatinda Khurd,NH-44 Expansion,Section 19 (Declaration),2024-06-30,185,180,0,0,Approved,0.94,39.5,10,Low,green
KH-200/7,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2023-11-13,415,-50,1,0,Not Required,1.05,0.0,217,Critical,red
KH-702/8,Rampur,Dedicated Freight Corridor,Possession Taken,2024-07-26,159,206,1,0,Not Required,0.79,100.0,148,High,green
KH-285/6,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-02-18,318,47,1,0,Not Required,0.49,5.3,234,Critical,red
KH-487/5,Rampur,Dedicated Freight Corridor,Section 15 (Hearing),2024-01-05,362,3,1,0,Not Required,0.83,0.0,178,High,red
KH-462/8,Sultanpur,Dedicated Freight Corridor,Section 19 (Declaration),2024-05-12,234,131,1,0,Not Required,0.76,30.1,83,Medium,yellow
KH-412/7,Shahpur,Dedicated Freight Corridor,Section 11 (Notice),2024-01-28,339,26,0,0,Approved,0.46,0.0,162,High,red
KH-995/1,Mehrauli Dehat,Delhi-Amritsar Expressway,Award Enquiry,2024-04-07,269,96,0,0,Pending,0.76,94.9,116,High,red
KH-114/4,Shahpur,NH-44 Expansion,Award Enquiry,2023-12-24,374,-9,0,0,Approved,0.77,52.4,0,Low,green
KH-272/9,Kalyanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-06-13,202,163,1,0,Not Required,0.99,0.0,151,High,red
KH-607/7,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-06-27,188,177,1,0,Approved,1.04,0.0,133,High,red
KH-594/5,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 11 (Notice),2023-12-06,392,-27,0,0,Not Required,0.84,0.0,0,Low,green
KH-758/9,Shahpur,NH-44 Expansion,Award Enquiry,2024-02-05,331,34,0,0,Not Required,0.99,33.7,0,Low,green
KH-405/6,Rampur,NH-44 Expansion,Section 19 (Declaration),2023-12-14,384,-19,1,1,Approved,0.53,17.4,421,Critical,red
KH-257/7,Rampur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-09-29,94,271,1,0,Pending,0.94,0.0,194,Critical,red
KH-473/7,Kalyanpur,Dedicated Freight Corridor,Section 11 (Notice),2024-05-07,239,126,0,1,Pending,0.86,0.0,338,Critical,red
KH-391/1,Kalyanpur,PMGSY Phase-3 Link Road,Award Enquiry,2023-12-03,395,-30,1,1,Approved,0.63,6.1,374,Critical,red
KH-798/3,Bhatinda Khurd,PMGSY Phase-3 Link Road,Possession Taken,2023-12-12,386,-21,0,0,Approved,1.05,100.0,14,Low,green
KH-212/2,Shahpur,NH-44 Expansion,Section 15 (Hearing),2024-09-29,94,271,0,0,Pending,0.64,0.0,69,Medium,yellow
KH-794/6,Mehrauli Dehat,NH-44 Expansion,Award Enquiry,2024-04-16,260,105,0,0,Pending,0.6,61.6,103,High,red
KH-846/9,Kalyanpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-11-21,407,-42,1,1,Approved,0.48,14.2,489,Critical,red
KH-823/2,Fatehpur,Delhi-Amritsar Expressway,Section 15 (Hearing),2024-02-19,317,48,1,0,Not Required,0.84,0.0,100,High,red
KH-139/5,Kalyanpur,Delhi-Amritsar Expressway,Award Enquiry,2024-12-08,24,341,0,0,Not Required,0.83,35.9,0,Low,green
KH-413/4,Kalyanpur,Dedicated Freight Corridor,Award Enquiry,2024-04-16,260,105,0,0,Not Required,0.44,57.8,41,Medium,yellow
KH-387/6,Fatehpur,PMGSY Phase-3 Link Road,Section 15 (Hearing),2024-07-07,178,187,0,0,Not Required,1.03,0.0,6,Low,green
KH-392/8,Bhatinda Khurd,NH-44 Expansion,Award Enquiry,2024-09-14,109,256,0,0,Not Required,0.58,61.9,60,Medium,yellow
KH-113/9,Shahpur,Delhi-Amritsar Expressway,Section 19 (Declaration),2024-06-16,199,166,1,0,Approved,0.92,17.6,166,High,red
KH-765/5,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-10-24,69,296,0,0,Pending,0.49,0.0,166,High,red
KH-770/4,Kalyanpur,PMGSY Phase-3 Link Road,Section 11 (Notice),2024-11-09,53,312,1,0,Not Required,1.06,0.0,154,High,red
KH-879/4,Sultanpur,Delhi-Amritsar Expressway,Section 11 (Notice),2024-10-13,80,285,0,0,Approved,0.53,0.0,82,Medium,yellow
KH-474/8,Fatehpur,NH-44 Expansion,Award Enquiry,2024-11-13,49,316,0,0,Not Required,0.74,64.0,0,Low,green
KH-232/5,Rampur,NH-44 Expansion,Section 15 (Hearing),2023-12-04,394,-29,1,1,Not Required,0.97,0.0,404,Critical,red
KH-493/9,Shahpur,PMGSY Phase-3 Link Road,Award Enquiry,2024-02-11,325,40,1,0,Not Required,0.59,11.4,167,High,red
KH-909/9,Mehrauli Dehat,Dedicated Freight Corridor,Section 19 (Declaration),2024-08-27,127,238,1,1,Pending,0.61,14.4,356,Critical,red
KH-140/3,Bhatinda Khurd,Delhi-Amritsar Expressway,Section 19 (Declaration),2023-11-09,419,-54,0,0,Approved,0.44,93.7,58,Medium,yellow
KH-455/6,Bhatinda Khurd,NH-44 Expansion,Possession Taken,2024-08-04,150,215,0,0,Not Required,0.91,100.0,0,Low,green
KH-432/1,Fatehpur,NH-44 Expansion,Section 19 (Declaration),2024-08-27,127,238,1,0,Not Required,0.91,14.8,148,High,red
